申论题ID,年份,考试类型,地区/系统,卷别/类别,题号,子题号,题型一级,题型二级,题干_V3可用版,作答要求_V3可用版,材料范围,分值,字数要求,主题标签,关联材料编号,来源文件,V3置信度,V3清洗动作,V3问题标记
SL-00335,2000,省考,江苏,通用卷,1,2,综合分析,解释评价/启示分析,"“给定材料 5-6”中提到的“阅读推广”与“阅读推销”是现实生活中的常见现
象,这两类现象涉及哪些问题?请围绕这些问题谈谈你的认识。(20 分)",归类合理，观点正确，分析透彻，见解深刻。幅 300字左右。,5-6,20,300字左右,,江苏-未知-未知-M1；江苏-未知-未知-M5；江苏-未知-未知-M7；江苏-未知-未知-M8；江苏-未知-未知-M2；江苏-未知-未知-M3；江苏-未知-未知-M4；江苏-未知-未知-M6,2024 年公务员江苏省考《申论》题（A卷）及参考答案.pdf,高,通过强清洗，可进入候选池,
SL-00336,2000,省考,江苏,通用卷,1,3,提出对策,对策措施,"在J省文旅厅 2023 年度“书香支部品质阅读”活动中，紫金图书馆党支部以“‘品
诗词之美扬文化自信’主题党日活动”申报了“最美阅读案例”评比。假如你是J
省文旅厅评比活动的一名评委，将对该案例进行点评，请根据“给定材料 7”，草
拟点评的主要内容。(20 分)",突出特色，内容全面;建议切当，条理清楚。篇幅350字左右。,7,20,350字左右,文化教育,江苏-未知-未知-M1；江苏-未知-未知-M5；江苏-未知-未知-M7；江苏-未知-未知-M8；江苏-未知-未知-M2；江苏-未知-未知-M3；江苏-未知-未知-M4；江苏-未知-未知-M6,2024 年公务员江苏省考《申论》题（A卷）及参考答案.pdf,高,通过强清洗，可进入候选池,
SL-00337,2000,省考,江苏,通用卷,1,4,文章写作,大作文/议论文,"请根据“给定材料 8”中习近平总书记对全民阅读的要求，围绕“诗书满腹拓展
人生，全民阅读引领未来”这一主题，写一篇文章。(40 分)","(1)自选角度，自拟标题;
(2)参考给定材料，不拘于给定材料;
(3)观点明确，内容充实，结构",8；，,40,,,江苏-未知-未知-M1；江苏-未知-未知-M5；江苏-未知-未知-M7；江苏-未知-未知-M8；江苏-未知-未知-M2；江苏-未知-未知-M3；江苏-未知-未知-M4；江苏-未知-未知-M6,2024 年公务员江苏省考《申论》题（A卷）及参考答案.pdf,高,通过强清洗，可进入候选池,
SL-00338,2000,省考,江苏,通用卷,1,1,归纳概括,概括要点,"“给定材料 1-4”中，一些地方和部门在智慧执法方面的创新举措产生了显著成
效，请用一段话对此进行归纳概括。（15 分）",紧扣给定材料，全面、准确，篇幅不超过 250 字。,1-4；，,15,不超过250字,科技创新；法治政府,江苏-未知-未知-M1；江苏-未知-未知-M5；江苏-未知-未知-M7；江苏-未知-未知-M8；江苏-未知-未知-M2；江苏-未知-未知-M3；江苏-未知-未知-M4；江苏-未知-未知-M6,2024 年公务员江苏省考《申论》题（B卷）及参考答案.pdf,高,通过强清洗，可进入候选池,
SL-00339,2000,省考,江苏,通用卷,1,2,综合分析,解释评价/启示分析,"“给定材料 5”中的画线句说“使用‘如意棒’时不忘还有‘紧箍咒’，行政裁
量才能宽严相济、令人信服”，请你谈谈对这句话的理解和认识。（20 分）",观点正确，分析透彻，见解深刻，篇幅250字左右。,5,20,250字左右,法治政府,江苏-未知-未知-M1；江苏-未知-未知-M5；江苏-未知-未知-M7；江苏-未知-未知-M8；江苏-未知-未知-M2；江苏-未知-未知-M3；江苏-未知-未知-M4；江苏-未知-未知-M6,2024 年公务员江苏省考《申论》题（B卷）及参考答案.pdf,高,通过强清洗，可进入候选池,
SL-00340,2000,省考,江苏,通用卷,1,3,贯彻执行,应用文/事务文书,"“给定材料 6”中的 D 市市场监管局拟向全市网络直播从业人员发出倡议。假设
你是该局的一名工作人员，请以D市市场监管局的名义，写一份倡议书。（25 分）",内容充实，针对性强；结构完整，符合文体要求。篇幅400字左右。,6,25,400字左右,经济发展,江苏-未知-未知-M1；江苏-未知-未知-M5；江苏-未知-未知-M7；江苏-未知-未知-M8；江苏-未知-未知-M2；江苏-未知-未知-M3；江苏-未知-未知-M4；江苏-未知-未知-M6,2024 年公务员江苏省考《申论》题（B卷）及参考答案.pdf,高,通过强清洗，可进入候选池,
SL-00341,2000,省考,江苏,通用卷,1,4,文章写作,大作文/议论文,"请结合你对“给定材料 7”中“用智慧给执法‘加分’，以创新促执法‘乘效’”
这句话的理解，联系实际，写一篇文章。（40 分）","（1）自选角度，自拟标题；
（2）参考给定材料，不于给定材料；
（3）观点明确，内容充实，结构完整；
（4）篇幅1000字左右。
第 7 页
2024 年公务员江苏省考《申论》题（B 卷）",7；，,40,1000字左右,科技创新；法治政府,江苏-未知-未知-M1；江苏-未知-未知-M5；江苏-未知-未知-M7；江苏-未知-未知-M8；江苏-未知-未知-M2；江苏-未知-未知-M3；江苏-未知-未知-M4；江苏-未知-未知-M6,2024 年公务员江苏省考《申论》题（B卷）及参考答案.pdf,高,通过强清洗，可进入候选池,
SL-00342,2000,省考,江苏,通用卷,1,1,归纳概括,概括要点,"“给定材料 1-4”中，一些地方采取新举措促进乡村产业发展，取得了可喜成效，
请用一段话对此进行归纳概括。（20分）",紧扣给定材料，全面、准确。篇幅不超过 250 字。,1-4；，,20,不超过250字,基层治理；乡村振兴；经济发展,江苏-未知-未知-M1；江苏-未知-未知-M5；江苏-未知-未知-M7；江苏-未知-未知-M8；江苏-未知-未知-M2；江苏-未知-未知-M3；江苏-未知-未知-M4；江苏-未知-未知-M6,2024 年公务员江苏省考《申论》题（C卷）及参考答案.pdf,高,通过强清洗，可进入候选池,
SL-00343,2000,省考,江苏,通用卷,1,2,综合分析,解释评价/启示分析,"“给定材料 5”中画线句说“群众都由‘旁边看’转变为‘共同干’了”，请对
促成这一转变的原因加以分析。（15分）",观点正确，分析透彻，见解深刻。篇幅 250字左右。,5,15,250字左右,基层治理；群众工作,江苏-未知-未知-M1；江苏-未知-未知-M5；江苏-未知-未知-M7；江苏-未知-未知-M8；江苏-未知-未知-M2；江苏-未知-未知-M3；江苏-未知-未知-M4；江苏-未知-未知-M6,2024 年公务员江苏省考《申论》题（C卷）及参考答案.pdf,高,通过强清洗，可进入候选池,
SL-00344,2000,省考,江苏,通用卷,1,3,贯彻执行,应用文/事务文书,"假如你是“给定材料 6”中的 F 村驻村第一书记小余，请以村“两委”的名义拟
写一封致村民的公开信，动员村民退藕还稻。（25分）",主题明确，结构完整；有针对性，有感召力。篇幅400字左右。,6,25,400字左右,基层治理,江苏-未知-未知-M1；江苏-未知-未知-M5；江苏-未知-未知-M7；江苏-未知-未知-M8；江苏-未知-未知-M2；江苏-未知-未知-M3；江苏-未知-未知-M4；江苏-未知-未知-M6,2024 年公务员江苏省考《申论》题（C卷）及参考答案.pdf,高,通过强清洗，可进入候选池,
SL-00345,2000,省考,江苏,通用卷,1,4,文章写作,大作文/议论文,"假如你是“给定材料 7”中的 J 市区村驻村第一书记小范，培训结束回村后，将
在村“两委”联席会上汇报培训学习的心得体会，请拟写一篇发言稿。（40分）","（1）自选角度，自拟标题；
（2）结合给定材料，符合情境和身份；
（3）内容充实，结构完整，语言流畅；
（4）篇幅 1000字左右。
第 7 页
2024 年公务员江苏省考《申论》题（C 卷）",7；，,40,1000字左右,基层治理,江苏-未知-未知-M1；江苏-未知-未知-M5；江苏-未知-未知-M7；江苏-未知-未知-M8；江苏-未知-未知-M2；江苏-未知-未知-M3；江苏-未知-未知-M4；江苏-未知-未知-M6,2024 年公务员江苏省考《申论》题（C卷）及参考答案.pdf,高,通过强清洗，可进入候选池,
SL-00347,2007,省考,山东,通用卷,1,.2,归纳概括,概括要点,"给定材料表明：“个人网络募捐是一把双刃剑，有利也有弊。”请根据给定材料二所提供的
案例作答。(满分25分)","条理清晰，重点突出，文体得当;字数控制在550字以内。
3、给定材料中提供以下数据：
①2003年人均私人捐款;中国0.92元人民币，美国828.7美元;当年中国和美考试,大收集整
理国的人均收人之比为1。38，而人均慈善捐款之比为1：7300。
②2003年美国167个慈善组织网上筹集9亿多美元，网上捐款数额同比增长了150%。
请针对以上数据，依据给定材料三，进行归纳性述要，并结合自己所知道的事例，说出影响
个人捐助的社会因素。(满分18分)
要求：表述准确，层次分明，引例恰当;字数掌握在400字左右。
4、给定材料提到“网络本身所具有的隐蔽性和不确性，也给网络募捐带来了监管上的难度，
请根据给定材料四、五，联系实际，提出保障个人网络牧",二；三，；四、五，,12,不超过150字,科技创新；群众工作,,2007年山东公务员考试《申论》真题及答案.pdf,高,通过强清洗，可进入候选池,
SL-00348,2007,省考,山东,通用卷,1,.3,归纳概括,概括要点,找出个人网络募捐所面临的突出矛盾和问题，并将其整理成一份《情况反映》。,"条理清晰，重点突出，文体得当;字数控制在550字以内。
3、给定材料中提供以下数据：
①2003年人均私人捐款;中国0.92元人民币，美国828.7美元;当年中国和美考试,大收集整
理国的人均收人之比为1。38，而人均慈善捐款之比为1：7300。
②2003年美国167个慈善组织网上筹集9亿多美元，网上捐款数额同比增长了150%。
请针对以上数据，依据给定材料三，进行归纳性述要，并结合自己所知道的事例，说出影响
个人捐助的社会因素。(满分18分)
要求：表述准确，层次分明，引例恰当;字数掌握在400字左右。
4、给定材料提到“网络本身所具有的隐蔽性和不确性，也给网络募捐带来了监管上的难度，
请根据给定材料四、五，联系实际，提出保障个人网络牧",二；三，；四、五，,12,不超过150字,科技创新；群众工作,,2007年山东公务员考试《申论》真题及答案.pdf,高,通过强清洗，可进入候选池,
SL-00351,2007,省考,山东,通用卷,1,.6,归纳概括,概括要点,"给定材料提到“网络本身所具有的隐蔽性和不确性，也给网络募捐带来了监管上的难度，
请根据给定材料四、五，联系实际，提出保障个人网络牧","条理清晰，重点突出，文体得当;字数控制在550字以内。
3、给定材料中提供以下数据：
①2003年人均私人捐款;中国0.92元人民币，美国828.7美元;当年中国和美考试,大收集整
理国的人均收人之比为1。38，而人均慈善捐款之比为1：7300。
②2003年美国167个慈善组织网上筹集9亿多美元，网上捐款数额同比增长了150%。
请针对以上数据，依据给定材料三，进行归纳性述要，并结合自己所知道的事例，说出影响
个人捐助的社会因素。(满分18分)
要求：表述准确，层次分明，引例恰当;字数掌握在400字左右。
4、给定材料提到“网络本身所具有的隐蔽性和不确性，也给网络募捐带来了监管上的难度，
请根据给定材料四、五，联系实际，提出保障个人网络牧",二；三，；四、五，,12,不超过150字,科技创新；群众工作,,2007年山东公务员考试《申论》真题及答案.pdf,高,通过强清洗，可进入候选池,
SL-00352,2008,省考,山东,通用卷,1,,文章写作,大作文/议论文,"请根据给定材料9～14，联系实际，谈谈“感恩之情如
何更绵长”的话题。","有针对性、可行性，字数控制在400字以内。（满分20分）
（五）请根据你对以上给定材料的理解和体会，在下列题目中任选一题写一篇文章。
1.让世界少一份冷漠，多一份阳光
2.守候.期待.感恩
要求：自定立意，自定文体，观点鲜明，语言流畅，字数掌握在900字左右。（满分35分）
2008 年山东省公务员考试真题《申论》
【",9～14，,20,900字左右,,山东-2008-未知-M1；山东-2008-未知-M4；山东-2008-未知-M5；山东-2008-未知-M9,2008年山东公务员考试《申论》真题及答案.pdf,高,通过强清洗，可进入候选池,
SL-00366,2013,省考,山东,通用卷,1,1,综合分析,解释评价/启示分析,"结合“给定材料2”和“给定材料4”，分析概括国内部分旅游景区“门票经济”发展模
式产生的原因。（15分）",概括准确，内容全面，条理清晰；不超过300字。,2；4,15,不超过300字,文化教育；经济发展,山东-2013-未知-M40；山东-2013-未知-M5；山东-2013-未知-M6；山东-2013-未知-M2；山东-2013-未知-M4；山东-2013-未知-M3；山东-2013-未知-M8；山东-2013-未知-M7,2013年山东公务员考试《申论》真题（B卷）及答案.pdf,高,通过强清洗，可进入候选池,
